Name,Level,Type,Rarity,Attack,Defense,Armor,Damage,HP,Stamina,Enhancements
Bitter Mail,281,Armor,Unique,100,0,270,200,0,,
Boots of Relghale,281,Boots,Common,200,0,0,362,0,,
Gloves of Badlra,281,Gloves,Common,162,0,400,0,0,,
Helmet of Peutral,281,Helmet,Common,0,150,0,400,12,,
Ring of Ulghita,281,Ring,Common,262,0,300,0,0,,
Rune of Harboral,281,Rune,Rare,453,0,0,112,0,,
Shield of Elkbor,281,Shield,Rare,0,415,0,150,0,,
Walkway Planks,281,Quest Item,Unique,0,0,0,0,0,,
Amulet of Milkale,280,Amulet,Rare,0,163,0,400,0,,
Armor of the Watlesa,280,Armor,Rare,100,0,463,0,0,,
Boots of Bravlao,280,Boots,Rare,0,0,363,200,0,,
Destroyer Helm,280,Helmet,Super Elite,2,0,0,5,0,,
Destroyer Shield,280,Shield,Super Elite,5,0,5,5,0,,
Destroyer Sword,280,Weapon,Super Elite,0,0,0,10,0,,
Gloves of Classarel,280,Gloves,Rare,160,0,403,0,0,,
Helmet of Reslar,280,Helmet,Rare,0,463,0,100,0,,
Gloves of Elkrigha,282,Gloves,Rare,0,267,0,288,12,,
Helmet of Cuasra,282,Helmet,Rare,0,164,0,403,0,,
Ring of Wonrela,282,Ring,Rare,264,303,0,0,0,,
Rune of Brali,282,Rune,Rare,503,0,0,64,0,,
Shield of Braklar,282,Shield,Rare,0,403,0,164,0,,
Sword of Echgard,282,Weapon,Rare,200,0,0,367,0,,
Amulet of Hethal,281,Amulet,Rare,0,265,0,300,0,,
Armor of Demval,281,Armor,Common,162,0,400,0,0,,
Axe of Valea,281,Weapon,Rare,303,0,0,262,0,,
Bitter Mail,281,Armor,Unique,100,0,270,200,0,,
Boots of Relghale,281,Boots,Common,200,0,0,362,0,,
Gloves of Badlra,281,Gloves,Common,162,0,400,0,0,,
Helmet of Peutral,281,Helmet,Common,0,150,0,400,12,,
Ring of Ulghita,281,Ring,Common,262,0,300,0,0,,
Rune of Harboral,281,Rune,Rare,453,0,0,112,0,,
Shield of Elkbor,281,Shield,Rare,0,415,0,150,0,,
Walkway Planks,281,Quest Item,Unique,0,0,0,0,0,,
Amulet of Milkale,280,Amulet,Rare,0,163,0,400,0,,
Armor of the Watlesa,280,Armor,Rare,100,0,463,0,0,,
Boots of Bravlao,280,Boots,Rare,0,0,363,200,0,,
Destroyer Helm,280,Helmet,Super Elite,2,0,0,5,0,,
Destroyer Shield,280,Shield,Super Elite,5,0,5,5,0,,
Destroyer Sword,280,Weapon,Super Elite,0,0,0,10,0,,
Gloves of Classarel,280,Gloves,Rare,160,0,403,0,0,,
Helmet of Reslar,280,Helmet,Rare,0,463,0,100,0,,
Gloves of Elkrigha,282,Gloves,Rare,0,267,0,288,12,,
Helmet of Cuasra,282,Helmet,Rare,0,164,0,403,0,,
Ring of Wonrela,282,Ring,Rare,264,303,0,0,0,,
Rune of Brali,282,Rune,Rare,503,0,0,64,0,,
Shield of Braklar,282,Shield,Rare,0,403,0,164,0,,
Sword of Echgard,282,Weapon,Rare,200,0,0,367,0,,
Amulet of Hethal,281,Amulet,Rare,0,265,0,300,0,,
Armor of Demval,281,Armor,Common,162,0,400,0,0,,
Axe of Valea,281,Weapon,Rare,303,0,0,262,0,,
Bitter Mail,281,Armor,Unique,100,0,270,200,0,,
Boots of Relghale,281,Boots,Common,200,0,0,362,0,,
Gloves of Badlra,281,Gloves,Common,162,0,400,0,0,,
Helmet of Peutral,281,Helmet,Common,0,150,0,400,12,,
Ring of Ulghita,281,Ring,Common,262,0,300,0,0,,
Rune of Harboral,281,Rune,Rare,453,0,0,112,0,,
Shield of Elkbor,281,Shield,Rare,0,415,0,150,0,,
Walkway Planks,281,Quest Item,Unique,0,0,0,0,0,,
Amulet of Milkale,280,Amulet,Rare,0,163,0,400,0,,
Armor of the Watlesa,280,Armor,Rare,100,0,463,0,0,,
Boots of Bravlao,280,Boots,Rare,0,0,363,200,0,,
Destroyer Helm,280,Helmet,Super Elite,2,0,0,5,0,,
Destroyer Shield,280,Shield,Super Elite,5,0,5,5,0,,
Destroyer Sword,280,Weapon,Super Elite,0,0,0,10,0,,
Gloves of Classarel,280,Gloves,Rare,160,0,403,0,0,,
Helmet of Reslar,280,Helmet,Rare,0,463,0,100,0,,
Gloves of Credal,226,Gloves,Common,0,0,345,107,0,,
Hammer of Helgmal,226,Weapon,Rare,129,0,0,325,0,,
Helmet of Shrine,226,Helmet,Common,0,350,0,87,15,,
Ring of Bobal,226,Ring,Rare,0,327,0,125,0,,
Rune of Selgral,226,Rune,Rare,125,0,327,0,0,,
Shield of Anrasel,226,Shield,Rare,0,400,0,40,12,,
Amulet of Maehron,225,Amulet,Common,130,0,275,52,0,,
Amulet of the Hunter,225,Amulet,Legendary,90,0,80,300,0,,
Armor of Swalhaven,225,Armor,Common,75,0,85,290,0,,
Axe of Chiral,225,Weapon,Common,275,0,0,175,0,,
Boots of Frelgan,225,Boots,Common,225,0,130,100,0,,
Boots of Kozyu,225,Boots,Unique,75,0,290,85,0,,
Boots of the Hunter,225,Boots,Legendary,70,0,150,250,0,,
Deep Sea Nautilus Rune,225,Rune,Legendary,0,210,315,0,0,,
Deep Sea Snake Loop,225,Ring,Legendary,0,190,335,0,0,,
Gloves of Chiyoa,225,Gloves,Common,145,0,85,200,20,,
Gloves of Kozyu,225,Gloves,Unique,100,0,350,0,0,,
Glowing Diamond of Kozyu,225,Rune,Unique,80,0,100,50,0,,
Helm of the Hunter,225,Helmet,Legendary,80,0,195,195,0,,
Helmet of Doublar,225,Helmet,Common,185,0,245,20,0,,
Lakotas Blade,225,Weapon,Legendary,0,315,210,0,0,,
Lakotas Helm,225,Helmet,Legendary,0,315,210,0,0,,
Perchtas Crimson Ward,225,Shield,Epic,0,770,330,0,0,,
Perchtas Gift Sack,225,Quest Item,Epic,0,0,0,0,0,,
Perchtas Lesser Gift Sack,225,Quest Item,Epic,0,0,0,0,0,,
Gloves of Credal,226,Gloves,Common,0,0,345,107,0,,
Hammer of Helgmal,226,Weapon,Rare,129,0,0,325,0,,
Helmet of Shrine,226,Helmet,Common,0,350,0,87,15,,
Ring of Bobal,226,Ring,Rare,0,327,0,125,0,,
Rune of Selgral,226,Rune,Rare,125,0,327,0,0,,
Shield of Anrasel,226,Shield,Rare,0,400,0,40,12,,
Amulet of Maehron,225,Amulet,Common,130,0,275,52,0,,
Amulet of the Hunter,225,Amulet,Legendary,90,0,80,300,0,,
Armor of Swalhaven,225,Armor,Common,75,0,85,290,0,,
Axe of Chiral,225,Weapon,Common,275,0,0,175,0,,
Boots of Frelgan,225,Boots,Common,225,0,130,100,0,,
Boots of Kozyu,225,Boots,Unique,75,0,290,85,0,,
Boots of the Hunter,225,Boots,Legendary,70,0,150,250,0,,
Deep Sea Nautilus Rune,225,Rune,Legendary,0,210,315,0,0,,
Deep Sea Snake Loop,225,Ring,Legendary,0,190,335,0,0,,
Gloves of Chiyoa,225,Gloves,Common,145,0,85,200,20,,
Gloves of Kozyu,225,Gloves,Unique,100,0,350,0,0,,
Glowing Diamond of Kozyu,225,Rune,Unique,80,0,100,50,0,,
Helm of the Hunter,225,Helmet,Legendary,80,0,195,195,0,,
Helmet of Doublar,225,Helmet,Common,185,0,245,20,0,,
Lakotas Blade,225,Weapon,Legendary,0,315,210,0,0,,
Lakotas Helm,225,Helmet,Legendary,0,315,210,0,0,,
Perchtas Crimson Ward,225,Shield,Epic,0,770,330,0,0,,
Perchtas Gift Sack,225,Quest Item,Epic,0,0,0,0,0,,
Perchtas Lesser Gift Sack,225,Quest Item,Epic,0,0,0,0,0,,
Gloves of Credal,226,Gloves,Common,0,0,345,107,0,,
Hammer of Helgmal,226,Weapon,Rare,129,0,0,325,0,,
Helmet of Shrine,226,Helmet,Common,0,350,0,87,15,,
Ring of Bobal,226,Ring,Rare,0,327,0,125,0,,
Rune of Selgral,226,Rune,Rare,125,0,327,0,0,,
Shield of Anrasel,226,Shield,Rare,0,400,0,40,12,,
Amulet of Maehron,225,Amulet,Common,130,0,275,52,0,,
Amulet of the Hunter,225,Amulet,Legendary,90,0,80,300,0,,
Armor of Swalhaven,225,Armor,Common,75,0,85,290,0,,
Axe of Chiral,225,Weapon,Common,275,0,0,175,0,,
Boots of Frelgan,225,Boots,Common,225,0,130,100,0,,
Boots of Kozyu,225,Boots,Unique,75,0,290,85,0,,
Boots of the Hunter,225,Boots,Legendary,70,0,150,250,0,,
Deep Sea Nautilus Rune,225,Rune,Legendary,0,210,315,0,0,,
Deep Sea Snake Loop,225,Ring,Legendary,0,190,335,0,0,,
Gloves of Chiyoa,225,Gloves,Common,145,0,85,200,20,,
Gloves of Kozyu,225,Gloves,Unique,100,0,350,0,0,,
Glowing Diamond of Kozyu,225,Rune,Unique,80,0,100,50,0,,
Helm of the Hunter,225,Helmet,Legendary,80,0,195,195,0,,
Helmet of Doublar,225,Helmet,Common,185,0,245,20,0,,
Lakotas Blade,225,Weapon,Legendary,0,315,210,0,0,,
Lakotas Helm,225,Helmet,Legendary,0,315,210,0,0,,
Perchtas Crimson Ward,225,Shield,Epic,0,770,330,0,0,,
Perchtas Gift Sack,225,Quest Item,Epic,0,0,0,0,0,,
Perchtas Lesser Gift Sack,225,Quest Item,Epic,0,0,0,0,0,,
Boots of Nenshal,172,Boots,Common,-16,0,310,50,0,,
Gloves of Righal,172,Gloves,Common,74,0,280,0,-10,,
Helmet of Nharl,172,Helmet,Common,0,245,100,0,0,,
Rune of Precho,172,Rune,Common,0,200,144,0,0,,
Shield of Reckal,172,Shield,Common,0,160,200,-10,0,,
Sword of Grendal,172,Weapon,Rare,285,0,0,68,0,,
Telmont Ring,172,Ring,Rare,0,245,115,-10,0,,
Amulet of Tarr,171,Amulet,Rare,42,0,0,300,0,,
Armor of Gabral,171,Armor,Rare,-10,245,107,0,0,,
Boots of Clanwright,171,Boots,Rare,0,125,232,-15,0,,
Chiefs Lost Son,171,Quest Item,Unique,0,0,0,0,0,,
Gloves of Loyal,171,Gloves,Rare,95,37,210,0,0,,
Helmet of Gralt,171,Helmet,Rare,0,157,200,-15,0,,
Ring of Dulite,171,Ring,Rare,0,85,185,0,72,,
Rune of Gaitral,171,Rune,Rare,142,0,0,150,50,,
Shield of Ghelast,171,Shield,Rare,0,257,0,85,0,,
Sword of Blue Legend,171,Weapon,Rare,65,0,0,277,0,,
Abraxas Draconic Shield,170,Shield,Legendary,35,90,0,235,0,,
Abraxas Flaming Sword,170,Weapon,Legendary,66,95,0,199,0,,
Abraxas Smoldering Helm,170,Helmet,Legendary,35,100,0,225,0,,
Armor of Carrik,170,Armor,Rare,0,300,0,40,0,,
Cristatus Feathered Amulet,170,Amulet,Crystalline (Non-Repairable),190,260,0,0,0,,
Cristatus Feathered Gauntlets,170,Gloves,Crystalline (Non-Repairable),180,270,0,0,0,,
Gloves of Feloan,170,Gloves,Rare,75,0,265,0,0,,
Greater Amulet of Light,170,Amulet,Rare,115,115,0,110,0,,
Boots of Nenshal,172,Boots,Common,-16,0,310,50,0,,
Gloves of Righal,172,Gloves,Common,74,0,280,0,-10,,
Helmet of Nharl,172,Helmet,Common,0,245,100,0,0,,
Rune of Precho,172,Rune,Common,0,200,144,0,0,,
Shield of Reckal,172,Shield,Common,0,160,200,-10,0,,
Sword of Grendal,172,Weapon,Rare,285,0,0,68,0,,
Telmont Ring,172,Ring,Rare,0,245,115,-10,0,,
Amulet of Tarr,171,Amulet,Rare,42,0,0,300,0,,
Armor of Gabral,171,Armor,Rare,-10,245,107,0,0,,
Boots of Clanwright,171,Boots,Rare,0,125,232,-15,0,,
Chiefs Lost Son,171,Quest Item,Unique,0,0,0,0,0,,
Gloves of Loyal,171,Gloves,Rare,95,37,210,0,0,,
Helmet of Gralt,171,Helmet,Rare,0,157,200,-15,0,,
Ring of Dulite,171,Ring,Rare,0,85,185,0,72,,
Rune of Gaitral,171,Rune,Rare,142,0,0,150,50,,
Shield of Ghelast,171,Shield,Rare,0,257,0,85,0,,
Sword of Blue Legend,171,Weapon,Rare,65,0,0,277,0,,
Abraxas Draconic Shield,170,Shield,Legendary,35,90,0,235,0,,
Abraxas Flaming Sword,170,Weapon,Legendary,66,95,0,199,0,,
Abraxas Smoldering Helm,170,Helmet,Legendary,35,100,0,225,0,,
Armor of Carrik,170,Armor,Rare,0,300,0,40,0,,
Cristatus Feathered Amulet,170,Amulet,Crystalline (Non-Repairable),190,260,0,0,0,,
Cristatus Feathered Gauntlets,170,Gloves,Crystalline (Non-Repairable),180,270,0,0,0,,
Gloves of Feloan,170,Gloves,Rare,75,0,265,0,0,,
Greater Amulet of Light,170,Amulet,Rare,115,115,0,110,0,,
Boots of Nenshal,172,Boots,Common,-16,0,310,50,0,,
Gloves of Righal,172,Gloves,Common,74,0,280,0,-10,,
Helmet of Nharl,172,Helmet,Common,0,245,100,0,0,,
Rune of Precho,172,Rune,Common,0,200,144,0,0,,
Shield of Reckal,172,Shield,Common,0,160,200,-10,0,,
Sword of Grendal,172,Weapon,Rare,285,0,0,68,0,,
Telmont Ring,172,Ring,Rare,0,245,115,-10,0,,
Amulet of Tarr,171,Amulet,Rare,42,0,0,300,0,,
Armor of Gabral,171,Armor,Rare,-10,245,107,0,0,,
Boots of Clanwright,171,Boots,Rare,0,125,232,-15,0,,
Chiefs Lost Son,171,Quest Item,Unique,0,0,0,0,0,,
Gloves of Loyal,171,Gloves,Rare,95,37,210,0,0,,
Helmet of Gralt,171,Helmet,Rare,0,157,200,-15,0,,
Ring of Dulite,171,Ring,Rare,0,85,185,0,72,,
Rune of Gaitral,171,Rune,Rare,142,0,0,150,50,,
Shield of Ghelast,171,Shield,Rare,0,257,0,85,0,,
Sword of Blue Legend,171,Weapon,Rare,65,0,0,277,0,,
Abraxas Draconic Shield,170,Shield,Legendary,35,90,0,235,0,,
Abraxas Flaming Sword,170,Weapon,Legendary,66,95,0,199,0,,
Abraxas Smoldering Helm,170,Helmet,Legendary,35,100,0,225,0,,
Armor of Carrik,170,Armor,Rare,0,300,0,40,0,,
Cristatus Feathered Amulet,170,Amulet,Crystalline (Non-Repairable),190,260,0,0,0,,
Cristatus Feathered Gauntlets,170,Gloves,Crystalline (Non-Repairable),180,270,0,0,0,,
Gloves of Feloan,170,Gloves,Rare,75,0,265,0,0,,
Greater Amulet of Light,170,Amulet,Rare,115,115,0,110,0,,
Berserkers Arm Spurs,122,Quest Item,Crystalline (Non-Repairable),0,0,0,0,0,,
Berserkers Spiked Punchers,122,Ring,Crystalline (Non-Repairable),147,0,127,0,0,,
Berserkers Spiked Stompers,122,Boots,Crystalline (Non-Repairable),107,0,167,0,0,,
Boots of Massrek,122,Boots,Common,15,125,115,-10,0,,
Gloves of Kelmac,122,Gloves,Common,50,85,110,0,0,,
Ring of Ilah,122,Ring,Rare,45,65,55,60,20,,
Rune of Jespa,122,Rune,Common,99,45,45,45,10,,
Shield of Drakno,122,Shield,Rare,0,159,85,0,0,,
Spear of Tolta,122,Weapon,Rare,165,0,-12,92,0,,
Valmels Helmet,122,Helmet,Common,-10,114,145,-5,0,,
Amulet of Telmoa,121,Amulet,Rare,25,60,60,45,52,,
Armor of Godash,121,Armor,Common,-10,107,145,0,0,,
Boots of Fenmass,121,Boots,Rare,72,135,45,-10,0,,
Demon Bone,121,Quest Item,Unique,0,0,0,0,0,,
Ethereal Demon Sword,121,Weapon,Unique,15,-5,-5,250,-5,,
Gloves of Fellmar,121,Gloves,Common,25,85,132,0,0,,
Helmet of Paal,121,Helmet,Rare,-5,75,172,0,0,,
Lashick Devil Bone,121,Quest Item,Unique,0,0,0,0,0,,
Ring of Yusal,121,Ring,Rare,100,20,42,80,0,,
Rune of Aelpo,121,Rune,Common,45,35,62,85,15,,
Shield of Hadren,121,Shield,Rare,20,175,47,0,0,,
Sword of Garl,121,Weapon,Rare,150,25,0,67,0,,
The Rune of Dagt,121,Rune,Unique,80,0,80,90,0,,
Amulet of Gredmout,120,Amulet,Rare,150,25,25,40,0,,
Armor of Lazur,120,Armor,Rare,65,125,50,0,0,,
Berserkers Arm Spurs,122,Quest Item,Crystalline (Non-Repairable),0,0,0,0,0,,
Berserkers Spiked Punchers,122,Ring,Crystalline (Non-Repairable),147,0,127,0,0,,
Berserkers Spiked Stompers,122,Boots,Crystalline (Non-Repairable),107,0,167,0,0,,
Boots of Massrek,122,Boots,Common,15,125,115,-10,0,,
Gloves of Kelmac,122,Gloves,Common,50,85,110,0,0,,
Ring of Ilah,122,Ring,Rare,45,65,55,60,20,,
Rune of Jespa,122,Rune,Common,99,45,45,45,10,,
Shield of Drakno,122,Shield,Rare,0,159,85,0,0,,
Spear of Tolta,122,Weapon,Rare,165,0,-12,92,0,,
Valmels Helmet,122,Helmet,Common,-10,114,145,-5,0,,
Amulet of Telmoa,121,Amulet,Rare,25,60,60,45,52,,
Armor of Godash,121,Armor,Common,-10,107,145,0,0,,
Boots of Fenmass,121,Boots,Rare,72,135,45,-10,0,,
Demon Bone,121,Quest Item,Unique,0,0,0,0,0,,
Ethereal Demon Sword,121,Weapon,Unique,15,-5,-5,250,-5,,
Gloves of Fellmar,121,Gloves,Common,25,85,132,0,0,,
Helmet of Paal,121,Helmet,Rare,-5,75,172,0,0,,
Lashick Devil Bone,121,Quest Item,Unique,0,0,0,0,0,,
Ring of Yusal,121,Ring,Rare,100,20,42,80,0,,
Rune of Aelpo,121,Rune,Common,45,35,62,85,15,,
Shield of Hadren,121,Shield,Rare,20,175,47,0,0,,
Sword of Garl,121,Weapon,Rare,150,25,0,67,0,,
The Rune of Dagt,121,Rune,Unique,80,0,80,90,0,,
Amulet of Gredmout,120,Amulet,Rare,150,25,25,40,0,,
Armor of Lazur,120,Armor,Rare,65,125,50,0,0,,
Berserkers Arm Spurs,122,Quest Item,Crystalline (Non-Repairable),0,0,0,0,0,,
Berserkers Spiked Punchers,122,Ring,Crystalline (Non-Repairable),147,0,127,0,0,,
Berserkers Spiked Stompers,122,Boots,Crystalline (Non-Repairable),107,0,167,0,0,,
Boots of Massrek,122,Boots,Common,15,125,115,-10,0,,
Gloves of Kelmac,122,Gloves,Common,50,85,110,0,0,,
Ring of Ilah,122,Ring,Rare,45,65,55,60,20,,
Rune of Jespa,122,Rune,Common,99,45,45,45,10,,
Shield of Drakno,122,Shield,Rare,0,159,85,0,0,,
Spear of Tolta,122,Weapon,Rare,165,0,-12,92,0,,
Valmels Helmet,122,Helmet,Common,-10,114,145,-5,0,,
Amulet of Telmoa,121,Amulet,Rare,25,60,60,45,52,,
Armor of Godash,121,Armor,Common,-10,107,145,0,0,,
Boots of Fenmass,121,Boots,Rare,72,135,45,-10,0,,
Demon Bone,121,Quest Item,Unique,0,0,0,0,0,,
Ethereal Demon Sword,121,Weapon,Unique,15,-5,-5,250,-5,,
Gloves of Fellmar,121,Gloves,Common,25,85,132,0,0,,
Helmet of Paal,121,Helmet,Rare,-5,75,172,0,0,,
Lashick Devil Bone,121,Quest Item,Unique,0,0,0,0,0,,
Ring of Yusal,121,Ring,Rare,100,20,42,80,0,,
Rune of Aelpo,121,Rune,Common,45,35,62,85,15,,
Shield of Hadren,121,Shield,Rare,20,175,47,0,0,,
Sword of Garl,121,Weapon,Rare,150,25,0,67,0,,
The Rune of Dagt,121,Rune,Unique,80,0,80,90,0,,
Amulet of Gredmout,120,Amulet,Rare,150,25,25,40,0,,
Armor of Lazur,120,Armor,Rare,65,125,50,0,0,,
Shield of Yalmar,76,Shield,Rare,-25,125,53,0,0,,
Amulet of Decay,75,Amulet,Common,125,0,-25,50,0,,
Amulet of Saar,75,Amulet,Unique,30,50,0,40,10,,
Armor of Dandor,75,Armor,Rare,0,0,94,40,20,,
Boots of Hallor,75,Boots,Common,0,125,68,-42,0,,
Boots of Saar,75,Boots,Unique,30,30,0,60,0,,
Chodrcane Core,75,Quest Item,Epic,0,0,0,0,0,,
Chodrcane Hammer Helm,75,Helmet,Epic,0,400,250,0,0,,
Chodrcane Helm,75,Helmet,Epic,0,258,172,0,0,,
Dark Spine Flail,75,Weapon,Crystalline (Non-Repairable),0,0,0,250,0,,
Dark Spine Helm,75,Helmet,Crystalline (Non-Repairable),100,0,0,125,0,,
Dark Spine Rune,75,Rune,Crystalline (Non-Repairable),66,154,0,0,0,,
Dark Spine Shield,75,Shield,Crystalline (Non-Repairable),46,174,0,0,0,,
Gloves of Yalemar,75,Gloves,Common,65,60,50,-24,0,,
Hammer of Saar,75,Weapon,Unique,40,0,0,75,0,,
Helmet of Plumor,75,Helmet,Common,-40,135,56,0,0,,
Luthais Banded Armor,75,Armor,Crystalline (Non-Repairable),0,108,112,0,0,,
Luthais Gladius,75,Weapon,Crystalline (Non-Repairable),0,88,132,0,0,,
Ring of Gallow,75,Ring,Common,125,0,-25,50,0,,
Rune of Saar,75,Rune,Unique,25,50,0,35,0,,
Rune of Tolmar,75,Rune,Common,0,95,64,0,-8,,
Shield of Oblivion,75,Shield,Common,-15,75,125,-35,0,,
Sword of Bane,75,Weapon,Common,130,0,-25,45,0,,
Upgraded Reindeer Antlers Recipe,75,Recipe,Legendary,0,0,0,0,0,,
Upgraded Reindeer Candy Recipe,75,Recipe,Legendary,0,0,0,0,0,,
Shield of Yalmar,76,Shield,Rare,-25,125,53,0,0,,
Amulet of Decay,75,Amulet,Common,125,0,-25,50,0,,
Amulet of Saar,75,Amulet,Unique,30,50,0,40,10,,
Armor of Dandor,75,Armor,Rare,0,0,94,40,20,,
Boots of Hallor,75,Boots,Common,0,125,68,-42,0,,
Boots of Saar,75,Boots,Unique,30,30,0,60,0,,
Chodrcane Core,75,Quest Item,Epic,0,0,0,0,0,,
Chodrcane Hammer Helm,75,Helmet,Epic,0,400,250,0,0,,
Chodrcane Helm,75,Helmet,Epic,0,258,172,0,0,,
Dark Spine Flail,75,Weapon,Crystalline (Non-Repairable),0,0,0,250,0,,
Dark Spine Helm,75,Helmet,Crystalline (Non-Repairable),100,0,0,125,0,,
Dark Spine Rune,75,Rune,Crystalline (Non-Repairable),66,154,0,0,0,,
Dark Spine Shield,75,Shield,Crystalline (Non-Repairable),46,174,0,0,0,,
Gloves of Yalemar,75,Gloves,Common,65,60,50,-24,0,,
Hammer of Saar,75,Weapon,Unique,40,0,0,75,0,,
Helmet of Plumor,75,Helmet,Common,-40,135,56,0,0,,
Luthais Banded Armor,75,Armor,Crystalline (Non-Repairable),0,108,112,0,0,,
Luthais Gladius,75,Weapon,Crystalline (Non-Repairable),0,88,132,0,0,,
Ring of Gallow,75,Ring,Common,125,0,-25,50,0,,
Rune of Saar,75,Rune,Unique,25,50,0,35,0,,
Rune of Tolmar,75,Rune,Common,0,95,64,0,-8,,
Shield of Oblivion,75,Shield,Common,-15,75,125,-35,0,,
Sword of Bane,75,Weapon,Common,130,0,-25,45,0,,
Upgraded Reindeer Antlers Recipe,75,Recipe,Legendary,0,0,0,0,0,,
Upgraded Reindeer Candy Recipe,75,Recipe,Legendary,0,0,0,0,0,,
Shield of Yalmar,76,Shield,Rare,-25,125,53,0,0,,
Amulet of Decay,75,Amulet,Common,125,0,-25,50,0,,
Amulet of Saar,75,Amulet,Unique,30,50,0,40,10,,
Armor of Dandor,75,Armor,Rare,0,0,94,40,20,,
Boots of Hallor,75,Boots,Common,0,125,68,-42,0,,
Boots of Saar,75,Boots,Unique,30,30,0,60,0,,
Chodrcane Core,75,Quest Item,Epic,0,0,0,0,0,,
Chodrcane Hammer Helm,75,Helmet,Epic,0,400,250,0,0,,
Chodrcane Helm,75,Helmet,Epic,0,258,172,0,0,,
Dark Spine Flail,75,Weapon,Crystalline (Non-Repairable),0,0,0,250,0,,
Dark Spine Helm,75,Helmet,Crystalline (Non-Repairable),100,0,0,125,0,,
Dark Spine Rune,75,Rune,Crystalline (Non-Repairable),66,154,0,0,0,,
Dark Spine Shield,75,Shield,Crystalline (Non-Repairable),46,174,0,0,0,,
Gloves of Yalemar,75,Gloves,Common,65,60,50,-24,0,,
Hammer of Saar,75,Weapon,Unique,40,0,0,75,0,,
Helmet of Plumor,75,Helmet,Common,-40,135,56,0,0,,
Luthais Banded Armor,75,Armor,Crystalline (Non-Repairable),0,108,112,0,0,,
Luthais Gladius,75,Weapon,Crystalline (Non-Repairable),0,88,132,0,0,,
Ring of Gallow,75,Ring,Common,125,0,-25,50,0,,
Rune of Saar,75,Rune,Unique,25,50,0,35,0,,
Rune of Tolmar,75,Rune,Common,0,95,64,0,-8,,
Shield of Oblivion,75,Shield,Common,-15,75,125,-35,0,,
Sword of Bane,75,Weapon,Common,130,0,-25,45,0,,
Upgraded Reindeer Antlers Recipe,75,Recipe,Legendary,0,0,0,0,0,,
Upgraded Reindeer Candy Recipe,75,Recipe,Legendary,0,0,0,0,0,,
Shield of Girath,30,Shield,Unique,0,0,20,20,0,,
Shield of Syndorell,30,Shield,Rare,14,0,35,19,0,,
Tarkins Belongings,30,Quest Item,Unique,0,0,0,0,0,,
Buster Sword,29,Weapon,Common,18,0,0,35,5,,
Iron Wall,29,Shield,Common,0,35,22,0,0,,
The Stompers,29,Boots,Unique,5,30,20,0,5,,
Winged Champions Helm,29,Helmet,Rare,0,25,25,0,8,,
Nightshade Amulet,28,Amulet,Unique,0,20,20,15,0,,
Nightshade Armor,28,Armor,Unique,0,30,22,0,4,,
Nightshade Boots,28,Boots,Unique,0,30,18,0,8,,
Nightshade Gloves,28,Gloves,Unique,15,15,25,0,0,,
Nightshade Helm,28,Helmet,Unique,5,20,20,5,5,,
Nightshade Ring,28,Ring,Unique,20,20,-10,0,25,,
Nightshade Rune,28,Rune,Unique,15,15,15,-5,15,,
Nightshade Shield,28,Shield,Unique,0,25,25,0,5,,
Nightshade Sword,28,Weapon,Unique,15,0,0,35,5,,
Agile Treads,27,Boots,Common,5,25,15,0,10,,
Angelic Shield,27,Shield,Common,0,30,20,0,4,,
Band of Iron,27,Component,Rare,0,0,0,0,0,,
Bastard Sword,27,Weapon,Common,8,-5,0,50,0,,
Blessed Amulet,27,Amulet,Common,20,20,15,0,0,,
Chain Wrapped Knuckles,27,Gloves,Common,15,15,15,5,5,,
Crown of Iron,27,Quest Item,Unique,0,0,0,0,0,,
Crown of Iron Recipe,27,Recipe,Unique,0,0,0,0,0,,
Hell Forged Scalemail,27,Armor,Common,0,40,20,-5,0,,
Shield of Girath,30,Shield,Unique,0,0,20,20,0,,
Shield of Syndorell,30,Shield,Rare,14,0,35,19,0,,
Tarkins Belongings,30,Quest Item,Unique,0,0,0,0,0,,
Buster Sword,29,Weapon,Common,18,0,0,35,5,,
Iron Wall,29,Shield,Common,0,35,22,0,0,,
The Stompers,29,Boots,Unique,5,30,20,0,5,,
Winged Champions Helm,29,Helmet,Rare,0,25,25,0,8,,
Nightshade Amulet,28,Amulet,Unique,0,20,20,15,0,,
Nightshade Armor,28,Armor,Unique,0,30,22,0,4,,
Nightshade Boots,28,Boots,Unique,0,30,18,0,8,,
Nightshade Gloves,28,Gloves,Unique,15,15,25,0,0,,
Nightshade Helm,28,Helmet,Unique,5,20,20,5,5,,
Nightshade Ring,28,Ring,Unique,20,20,-10,0,25,,
Nightshade Rune,28,Rune,Unique,15,15,15,-5,15,,
Nightshade Shield,28,Shield,Unique,0,25,25,0,5,,
Nightshade Sword,28,Weapon,Unique,15,0,0,35,5,,
Agile Treads,27,Boots,Common,5,25,15,0,10,,
Angelic Shield,27,Shield,Common,0,30,20,0,4,,
Band of Iron,27,Component,Rare,0,0,0,0,0,,
Bastard Sword,27,Weapon,Common,8,-5,0,50,0,,
Blessed Amulet,27,Amulet,Common,20,20,15,0,0,,
Chain Wrapped Knuckles,27,Gloves,Common,15,15,15,5,5,,
Crown of Iron,27,Quest Item,Unique,0,0,0,0,0,,
Crown of Iron Recipe,27,Recipe,Unique,0,0,0,0,0,,
